gene;2h;6h;16h;24h;48h;72h;;;;;;;;;
GNRH1;71,17;150,82;99,69;94,34;78,57;76,09;;;;;;;;;
NXT1;102,71;207,86;99,07;92,61;105,51;67,21;;;;;;;;;
MGC14833;144,34;131,67;104,15;82,06;112,10;148,04;;;;;;;;;
TCEAL1;69,43;122,97;116,28;176,53;150,64;128,87;;;;;;;;;
BTBD3;67,37;83,60;121,10;74,27;98,84;138,36;;;;;;;;;
APG5L;50,28;39,15;24,91;53,36;44,30;30,13;;;;;;;;;
GSA7;126,60;81,39;61,14;61,34;72,03;62,31;;;;;;;;;
ADPRTL2;73,22;104,39;70,71;132,98;91,02;58,67;;;;;;;;;
XRCC5;84,59;68,97;33,03;52,84;52,66;49,20;;;;;;;;;
PEX11B;88,81;110,00;138,73;103,71;79,70;58,75;;;;;;;;;
EBI2;126,22;269,15;171,95;130,35;74,64;80,69;;;;;;;;;
LOC51131;85,74;99,21;65,99;121,51;87,67;77,77;;;;;;;;;
LTA4H;114,53;123,07;121,47;186,48;191,88;196,34;;;;;;;;;
ELD_OSA1;99,31;36,61;41,00;37,23;37,80;40,15;;;;;;;;;
CCNA2;59,33;47,39;39,94;47,55;31,37;17,44;;;;;;;;;
RAB5EP;83,30;54,70;33,15;70,27;57,53;46,32;;;;;;;;;
NPM1;96,89;109,36;56,25;64,50;61,79;54,06;;;;;;;;;
FLJ10474;93,87;61,07;43,01;38,27;43,42;26,36;;;;;;;;;
HERC3;47,33;42,67;22,26;54,12;68,25;26,80;;;;;;;;;
I_1100009;137,55;56,55;59,32;66,66;69,76;74,76;;;;;;;;;
HSA243666;115,66;158,05;188,57;168,40;163,91;140,76;;;;;;;;;
HELO1;128,92;98,48;60,03;74,63;64,83;67,10;;;;;;;;;
I_957099;81,25;78,27;39,30;81,10;91,91;66,60;;;;;;;;;
DNAJB4;65,09;120,20;119,35;151,78;88,49;101,28;;;;;;;;;
SPS;89,60;96,71;76,83;86,26;55,21;51,54;;;;;;;;;
PIK3R4;88,66;56,86;66,94;112,13;92,86;77,76;;;;;;;;;
NEUGRIN;90,05;137,65;125,83;136,60;144,49;110,44;;;;;;;;;
FLJ11082;80,89;80,62;40,00;48,78;74,75;45,76;;;;;;;;;
PNMA1;105,24;232,97;204,60;214,68;185,05;146,73;;;;;;;;;
RPL17;79,31;134,98;103,59;108,87;87,92;85,52;;;;;;;;;
FLJ20618;78,40;106,36;76,09;139,30;101,96;90,37;;;;;;;;;
MGC2577;94,22;52,38;51,89;42,45;42,31;32,24;;;;;;;;;
CUL5;71,37;69,27;47,52;104,46;83,87;59,54;;;;;;;;;
FLJ10357;94,31;72,22;81,41;152,79;114,67;103,85;;;;;;;;;
UK114;63,07;152,12;75,23;131,97;127,26;121,81;;;;;;;;;
HIPK2;122,48;50,32;60,90;31,57;52,14;66,16;;;;;;;;;
I_960671;48,75;81,60;48,42;42,01;39,99;21,30;;;;;;;;;
GK001;78,57;99,16;73,94;146,20;112,41;67,29;;;;;;;;;
BAF53A;80,85;116,11;71,99;106,97;86,74;57,95;;;;;;;;;
BANP;59,06;37,80;57,25;89,13;77,06;65,36;;;;;;;;;
I_929077;61,42;30,61;30,56;91,73;90,07;57,70;;;;;;;;;
I_931433;54,58;50,50;32,86;36,62;50,34;20,97;;;;;;;;;
GOLGA1;70,94;57,11;68,72;126,21;119,58;84,50;;;;;;;;;
MGC5302;65,67;85,05;84,84;145,09;127,72;100,88;;;;;;;;;
USP16;61,37;70,55;40,79;101,29;72,82;50,95;;;;;;;;;
I_1152332;74,72;81,08;89,17;60,52;128,19;95,70;;;;;;;;;
I_958997;83,07;89,85;69,14;65,45;69,11;52,72;;;;;;;;;
FLJ20360;74,72;48,09;59,83;129,36;103,90;58,87;;;;;;;;;
DKFZp762K2015;67,53;46,07;54,94;105,55;83,93;68,74;;;;;;;;;
FBXO32;96,15;78,59;132,69;150,72;109,73;154,09;;;;;;;;;
SF3B1;60,67;80,93;48,37;117,77;100,27;64,53;;;;;;;;;
HNMT;82,48;91,76;76,02;110,65;156,98;195,21;;;;;;;;;
CDC27;68,58;41,96;37,50;63,68;79,97;60,67;;;;;;;;;
FLJ20425;121,30;150,45;71,71;73,92;85,73;60,57;;;;;;;;;
GNAS;94,24;95,55;109,99;116,85;101,40;76,55;;;;;;;;;
TRIP4;67,50;50,21;59,60;139,36;105,28;88,52;;;;;;;;;
I_1201825;116,23;50,11;50,88;35,21;33,61;47,44;;;;;;;;;
LOC56851;103,03;147,10;143,74;178,95;200,82;162,59;;;;;;;;;
HEC;47,69;23,44;23,57;49,49;33,38;14,18;;;;;;;;;
AP4B1;116,14;149,01;149,41;196,66;121,36;93,68;;;;;;;;;
I_932314;99,37;74,46;72,17;54,61;105,10;76,79;;;;;;;;;
I_930939;94,60;71,24;35,09;63,60;62,30;56,34;;;;;;;;;
ETV1;94,47;43,04;25,62;26,72;40,68;41,88;;;;;;;;;
FLJ20364;33,90;54,80;29,92;59,76;38,26;26,95;;;;;;;;;
FLJ22724;78,60;90,21;70,54;109,62;72,42;68,34;;;;;;;;;
MLPH;208,72;55,79;64,89;42,60;92,99;97,67;;;;;;;;;
NDN;74,42;96,92;98,49;155,48;105,27;85,99;;;;;;;;;
I_1109746;169,52;148,26;140,38;95,45;137,02;179,63;;;;;;;;;
I_930847;58,56;113,72;96,16;149,94;106,72;89,36;;;;;;;;;
DKFZp434N035;57,31;95,59;94,01;155,12;102,44;84,21;;;;;;;;;
BBP;50,50;115,14;69,53;108,53;71,36;47,02;;;;;;;;;
LOC84661;67,89;111,99;67,25;125,50;92,42;80,08;;;;;;;;;
MGC2993;115,66;81,49;53,81;92,71;98,06;97,52;;;;;;;;;
PRKAG2;78,82;40,42;31,63;56,83;52,58;46,23;;;;;;;;;
MAGED1;126,42;95,74;125,56;162,02;202,93;197,37;;;;;;;;;
RBBP2;95,76;37,29;66,32;95,52;89,61;79,85;;;;;;;;;
FLJ20059;139,64;120,64;148,70;257,08;132,21;201,79;;;;;;;;;
PCDH17;113,51;84,12;93,97;79,98;76,66;90,54;;;;;;;;;
QP-C;70,18;124,15;111,76;134,47;115,44;140,79;;;;;;;;;
RGS3;85,13;84,99;75,47;54,67;67,46;56,24;;;;;;;;;
COP1;85,66;43,31;38,63;49,35;55,44;46,02;;;;;;;;;
FLJ22116;61,14;55,86;54,15;98,29;90,15;68,27;;;;;;;;;
STAT3;162,04;85,76;118,49;130,53;147,98;224,00;;;;;;;;;
WAC;58,99;39,29;53,00;83,30;62,23;60,02;;;;;;;;;
DKFZP434N161;108,65;81,37;76,38;149,34;123,50;84,81;;;;;;;;;
I_929363;92,21;79,37;41,19;60,45;72,19;74,31;;;;;;;;;
RAP1B;79,82;67,05;51,34;88,12;90,53;67,30;;;;;;;;;
I_929363;84,70;77,93;40,00;60,66;74,36;70,64;;;;;;;;;
TPT;98,65;125,23;66,23;79,02;83,17;54,31;;;;;;;;;
CGI-58;115,59;78,85;63,98;94,27;96,09;80,50;;;;;;;;;
PRB1;115,27;87,89;103,32;70,46;108,65;105,73;;;;;;;;;
DCTN4;89,58;65,15;75,77;116,91;98,12;102,28;;;;;;;;;
RFC1;72,94;50,16;49,84;95,92;71,38;59,35;;;;;;;;;
EIF3S10;132,40;70,74;71,11;90,76;95,98;82,29;;;;;;;;;
H1F5;120,60;114,66;138,06;59,92;82,56;221,34;;;;;;;;;
GPI;145,03;86,17;95,46;94,57;125,01;112,42;;;;;;;;;
AD024;68,00;37,43;24,88;45,70;34,06;15,11;;;;;;;;;
FLJ20432;76,56;183,99;145,27;139,55;129,92;94,43;;;;;;;;;
SPOCK;69,17;79,23;96,21;66,07;40,37;27,06;;;;;;;;;
CCNA2;60,95;48,61;39,12;48,05;26,94;18,29;;;;;;;;;
TK1;85,64;79,85;77,51;65,28;55,30;36,16;;;;;;;;;
RIP60;130,20;171,71;198,36;145,80;111,67;65,12;;;;;;;;;
IARS;129,13;109,48;72,86;59,19;98,77;76,47;;;;;;;;;
I_1201842;67,38;63,63;75,81;129,90;62,09;84,00;;;;;;;;;
ELOVL4;114,78;206,66;187,66;244,20;185,17;148,65;;;;;;;;;
FLOT2;138,25;98,92;111,35;113,22;145,59;200,29;;;;;;;;;
CYP1B1;99,47;121,91;91,57;97,06;60,85;64,63;;;;;;;;;
I_929363;86,62;83,30;41,97;59,37;77,82;74,34;;;;;;;;;
KIAA1012;90,41;45,94;38,43;81,51;85,30;66,68;;;;;;;;;
DKFZP586N0721;72,28;37,90;47,27;84,38;144,17;91,20;;;;;;;;;
DDA3;66,80;35,76;47,23;44,29;34,87;28,13;;;;;;;;;
CSDA;170,44;132,24;109,41;117,03;175,61;192,96;;;;;;;;;
DDX20;63,74;151,24;102,99;128,04;126,77;93,30;;;;;;;;;
GALR3;136,59;93,11;128,72;99,48;110,04;141,31;;;;;;;;;
SUPT5H;146,72;98,33;129,75;198,36;212,98;162,73;;;;;;;;;
FLJ20641;54,85;64,79;30,03;33,98;35,99;17,09;;;;;;;;;
ATR;79,15;64,43;38,67;77,81;87,63;64,34;;;;;;;;;
KIAA0125;76,60;74,34;66,88;114,05;111,61;101,94;;;;;;;;;
DDX18;83,90;79,95;109,49;109,65;106,08;77,99;;;;;;;;;
LKAP;98,78;83,71;120,61;130,49;150,85;130,54;;;;;;;;;
BBS4;78,58;102,32;83,71;185,21;161,73;112,81;;;;;;;;;
ZNF45;66,06;81,77;96,09;140,89;85,87;66,91;;;;;;;;;
EIF2S2;93,59;124,61;78,70;121,87;105,68;86,43;;;;;;;;;
GAMT;152,87;134,83;162,34;142,37;197,13;215,09;;;;;;;;;
I_1000023;90,34;48,08;46,61;117,48;122,75;97,31;;;;;;;;;
I_930542;77,24;143,71;126,00;132,88;140,41;113,29;;;;;;;;;
FLJ21908;69,55;81,76;65,54;124,80;120,61;80,02;;;;;;;;;
PFKP;82,90;60,76;40,81;46,94;53,24;37,16;;;;;;;;;
EGLN1;51,38;35,16;37,38;79,39;58,10;52,49;;;;;;;;;
KIAA0872;103,36;150,78;148,05;100,89;79,43;91,91;;;;;;;;;
KIAA0916;113,62;63,94;51,85;50,86;63,38;60,01;;;;;;;;;
DDX18;84,22;85,29;60,66;111,43;103,35;85,85;;;;;;;;;
I_957301;41,06;114,49;57,82;92,36;59,05;37,38;;;;;;;;;
C12orf5;78,88;127,96;173,51;177,18;222,82;189,05;;;;;;;;;
YWHAQ;95,16;84,75;48,76;56,13;64,09;57,20;;;;;;;;;
C15orf12;86,39;178,95;113,13;115,07;106,78;93,34;;;;;;;;;
I_965004;90,85;106,35;78,87;71,20;61,26;50,94;;;;;;;;;
MGC2396;66,75;119,90;115,50;134,12;85,75;90,97;;;;;;;;;
FLJ20641;57,97;67,66;30,88;33,13;39,26;17,07;;;;;;;;;
RRAS2;59,41;26,18;31,30;68,19;94,76;65,22;;;;;;;;;
CA7;59,79;111,84;173,01;69,10;104,61;181,78;;;;;;;;;
FLJ10986;95,08;99,35;62,38;46,49;56,78;39,57;;;;;;;;;
I_931867;65,30;111,64;153,33;69,77;86,94;162,88;;;;;;;;;
GOLPH3;84,58;41,98;53,40;108,55;130,51;102,66;;;;;;;;;
DDX18;80,92;78,85;63,13;110,17;100,85;75,96;;;;;;;;;
I_1000683;53,38;111,80;183,68;67,46;122,16;177,37;;;;;;;;;
MGC17528;103,41;84,61;71,69;65,79;126,27;120,17;;;;;;;;;
EFG2;64,87;95,75;70,76;127,91;117,52;90,52;;;;;;;;;
RAD50;87,38;56,97;37,32;85,14;104,89;95,36;;;;;;;;;
PISD;114,44;167,55;142,28;154,07;114,29;101,03;;;;;;;;;
KLF4;335,68;231,59;98,13;136,97;124,95;132,35;;;;;;;;;
IF2;120,41;79,60;53,58;102,12;90,98;68,75;;;;;;;;;
ACTN3;165,62;92,02;68,79;50,05;87,67;103,28;;;;;;;;;
KIAA1404;102,77;108,97;171,19;174,58;148,24;173,68;;;;;;;;;
SQRDL;111,83;93,08;54,82;105,22;116,04;99,16;;;;;;;;;
C20orf97;253,75;136,72;336,03;188,36;216,36;268,69;;;;;;;;;
LOC154467;114,02;116,63;108,59;76,26;91,59;110,59;;;;;;;;;
I_950244;63,48;186,44;103,87;105,33;98,89;49,49;;;;;;;;;
FLJ20641;55,72;66,81;31,36;33,21;38,44;16,27;;;;;;;;;
I_964569;73,38;72,29;71,14;143,57;162,12;137,99;;;;;;;;;
I_964209;106,23;140,17;152,24;192,25;146,75;144,99;;;;;;;;;
ELL;122,06;100,90;107,97;87,42;80,21;120,03;;;;;;;;;
PTTG1;78,16;106,29;78,00;56,26;62,78;42,74;;;;;;;;;
CTBP2;68,31;33,69;25,50;51,46;43,61;37,11;;;;;;;;;
ANGPT1;62,66;73,98;47,08;78,44;65,00;46,85;;;;;;;;;
I_933050;153,13;168,67;233,80;313,63;232,63;223,34;;;;;;;;;
MGC12981;76,26;142,00;140,99;191,56;142,33;97,50;;;;;;;;;
MBIP;58,17;120,08;102,33;148,75;82,16;81,25;;;;;;;;;
SERPINB2;71,42;180,06;90,35;92,92;195,07;197,60;;;;;;;;;
CRYZ;49,31;100,44;56,23;96,39;83,92;62,64;;;;;;;;;
HMG17;103,21;105,86;68,10;85,36;41,84;41,38;;;;;;;;;
EED;72,91;76,49;80,55;139,78;115,45;79,72;;;;;;;;;
FLJ22282;92,82;132,78;88,68;83,85;61,20;55,13;;;;;;;;;
VRP;57,67;23,21;32,32;70,45;61,51;38,36;;;;;;;;;
KIAA0663;52,32;50,10;54,35;103,87;75,78;46,27;;;;;;;;;
PHYH;126,15;172,06;152,99;210,52;194,09;247,27;;;;;;;;;
DGKA;128,28;105,06;128,76;155,40;181,72;208,56;;;;;;;;;
LOC51706;123,09;129,59;150,00;230,18;143,54;128,08;;;;;;;;;
MGC13045;118,01;81,41;86,57;118,08;133,80;132,32;;;;;;;;;
FLJ11159;85,83;213,13;140,58;152,72;133,21;113,56;;;;;;;;;
TPST1;64,87;31,45;33,58;64,18;54,86;32,68;;;;;;;;;
STCH;74,18;132,05;116,72;149,72;90,56;81,19;;;;;;;;;
KRT17;116,21;109,21;109,03;118,32;137,75;233,10;;;;;;;;;
UNG2;137,30;233,90;238,52;327,37;214,22;193,19;;;;;;;;;
FLJ21127;62,60;117,34;101,74;140,62;89,10;79,82;;;;;;;;;
SH3BGRL3;147,94;90,36;138,11;101,87;135,59;152,22;;;;;;;;;
AD24;71,28;46,00;50,99;101,39;100,83;65,56;;;;;;;;;
ZNF22;42,90;148,93;70,74;71,30;72,95;38,39;;;;;;;;;
I_1109328;83,56;189,44;167,02;155,12;114,09;97,24;;;;;;;;;
MGC5242;84,09;72,75;92,06;114,76;108,09;90,75;;;;;;;;;
ATF2;55,42;21,17;26,91;80,10;80,41;50,26;;;;;;;;;
KIAA0062;123,81;77,58;52,35;66,94;67,44;49,58;;;;;;;;;
NMA;146,48;155,80;132,67;189,39;100,89;82,32;;;;;;;;;
I_930830;82,62;95,56;128,88;99,91;109,04;134,98;;;;;;;;;
I_960630;88,61;51,64;33,70;58,90;59,44;50,41;;;;;;;;;
C20orf36;66,83;107,73;96,28;145,69;116,54;99,81;;;;;;;;;
I_1214503;146,17;96,41;96,96;77,67;89,00;97,20;;;;;;;;;
UPF3B;64,98;110,93;130,01;173,94;63,45;71,33;;;;;;;;;
DDIT3;86,45;390,43;301,68;254,56;229,92;260,95;;;;;;;;;
CLK2;80,17;136,22;121,57;159,11;92,42;75,94;;;;;;;;;
I_928641;93,10;216,06;215,59;243,71;176,38;161,34;;;;;;;;;
RAB27B;125,55;71,02;65,89;61,92;100,91;105,92;;;;;;;;;
KIAA0391;118,54;56,73;33,04;58,36;70,41;61,93;;;;;;;;;
I_965552;97,07;67,11;37,21;41,17;46,73;46,13;;;;;;;;;
ASK;53,87;79,25;47,95;50,92;47,70;21,11;;;;;;;;;
I_960184;77,71;66,15;44,82;112,97;74,33;76,01;;;;;;;;;
I_1002505;89,88;75,84;95,06;56,48;79,08;85,40;;;;;;;;;
HSD-3,1;68,83;62,04;92,99;127,82;102,74;100,85;;;;;;;;;
FLJ20364;37,15;55,61;32,35;61,28;42,36;29,59;;;;;;;;;
RARB;40,16;16,20;30,16;56,93;55,24;30,23;;;;;;;;;
RBM8A;118,99;166,32;137,75;108,07;108,31;86,38;;;;;;;;;
DOCK1;83,33;60,76;33,66;36,77;39,26;29,06;;;;;;;;;
RAD21;64,17;38,27;35,31;79,48;62,87;36,37;;;;;;;;;
SCAP2;86,37;86,69;67,36;49,85;81,38;64,98;;;;;;;;;
MGC13523;73,90;140,09;134,03;189,91;99,51;111,17;;;;;;;;;
SBP2;80,90;102,80;88,93;143,73;127,82;81,05;;;;;;;;;
MGC2574;169,74;158,23;170,29;92,71;137,03;105,38;;;;;;;;;
EHHADH;48,78;111,13;209,15;67,83;132,70;202,31;;;;;;;;;
TST;112,46;162,51;174,06;140,25;163,15;157,49;;;;;;;;;
ACN;115,83;77,05;91,87;111,00;117,80;92,57;;;;;;;;;
FLJ23151;54,26;62,59;69,14;106,81;112,42;77,49;;;;;;;;;
MGC16824;128,06;110,76;108,11;63,33;125,06;130,22;;;;;;;;;
RAMP;85,68;41,15;44,96;85,80;76,45;35,45;;;;;;;;;
BDNF;63,64;52,55;51,59;93,50;77,09;69,85;;;;;;;;;
LOC51290;62,96;85,69;50,43;76,64;58,64;44,83;;;;;;;;;
TSFM;82,87;112,53;88,61;123,93;90,33;81,72;;;;;;;;;
FLJ12542;81,60;101,71;95,57;149,70;137,86;118,56;;;;;;;;;
DKFZp762K2015;64,55;45,89;58,45;104,24;88,49;75,79;;;;;;;;;
LAMB3;136,12;101,21;122,76;197,70;119,66;109,00;;;;;;;;;
PMS2;106,72;99,72;115,03;154,26;104,12;130,43;;;;;;;;;
HYOU1;185,68;135,44;232,96;144,93;119,68;123,31;;;;;;;;;
I_1000487;88,12;100,95;90,52;56,72;101,51;84,10;;;;;;;;;
I_1109377;105,35;41,23;67,31;82,38;119,39;89,30;;;;;;;;;
COQ7;86,40;137,28;139,41;115,69;83,23;67,26;;;;;;;;;
OGG1;114,57;133,66;87,93;79,45;87,22;62,28;;;;;;;;;
OASIS;126,78;73,34;99,85;99,27;162,94;155,52;;;;;;;;;
DKFZp564K142;73,67;108,75;124,05;86,08;79,08;86,04;;;;;;;;;
FLJ23577;49,89;111,58;179,33;67,13;116,97;182,44;;;;;;;;;
SNAI1;291,14;168,34;110,10;108,10;111,62;106,63;;;;;;;;;
FLJ20489;180,85;119,86;121,07;136,31;282,37;232,74;;;;;;;;;
SART2;103,82;84,74;84,99;123,79;97,70;79,88;;;;;;;;;
RPS6KB1;71,87;88,98;76,31;107,97;88,31;68,40;;;;;;;;;
TRRAP;105,25;48,77;47,34;70,18;62,42;55,16;;;;;;;;;
AD24;70,78;47,67;48,10;100,12;100,57;66,92;;;;;;;;;
I_1100079;89,37;82,41;71,94;115,94;105,96;100,13;;;;;;;;;
ILVBL;115,31;113,13;155,98;141,22;106,52;82,61;;;;;;;;;
RPL10A;118,18;123,52;110,83;92,94;72,93;68,90;;;;;;;;;
FLJ21945;56,36;208,16;130,55;139,81;88,98;94,05;;;;;;;;;
HPCL2;76,15;79,72;38,42;95,46;93,00;70,34;;;;;;;;;
MT4;109,48;157,84;96,24;65,03;90,14;96,11;;;;;;;;;
I_1110277;126,63;137,15;183,99;89,42;100,12;95,78;;;;;;;;;
DKFZP566C243;118,14;131,91;196,29;190,60;178,64;199,54;;;;;;;;;
MT-ACT48;87,89;88,23;47,65;81,62;89,48;85,27;;;;;;;;;
DECR2;108,35;159,02;174,82;177,78;156,09;126,82;;;;;;;;;
BTN3A2;104,05;103,70;108,36;167,27;98,73;106,33;;;;;;;;;
KIAA0171;88,78;64,75;52,91;93,43;87,03;75,81;;;;;;;;;
MYNN;44,30;102,66;79,97;134,16;106,18;75,16;;;;;;;;;
FLJ20432;69,90;213,20;145,12;142,47;129,76;102,60;;;;;;;;;
RAD23B;91,35;61,74;39,19;72,76;71,98;53,29;;;;;;;;;
MAB21L1;75,28;155,25;152,06;122,08;108,18;137,19;;;;;;;;;
SGNE1;90,09;162,98;94,44;120,21;130,55;142,22;;;;;;;;;
Cab45;79,07;110,09;132,65;142,51;105,99;85,00;;;;;;;;;
I_1000566;57,87;110,85;166,06;70,57;115,05;164,25;;;;;;;;;
APLP2;54,95;101,43;99,85;106,03;81,84;55,63;;;;;;;;;
I_1100479;102,42;151,43;134,32;106,51;99,78;81,42;;;;;;;;;
KNTC1;62,70;68,97;43,52;62,19;48,61;47,19;;;;;;;;;
PKLR;205,60;108,69;144,11;68,72;135,80;143,44;;;;;;;;;
I_965114;73,22;97,74;68,09;50,89;61,40;37,59;;;;;;;;;
B4GALT2;137,77;125,49;98,73;62,12;64,30;79,81;;;;;;;;;
DKFZP564K0822;107,97;81,24;47,08;62,02;53,60;49,65;;;;;;;;;
TCF4;77,90;28,53;34,05;68,15;60,03;54,41;;;;;;;;;
ARTN;42,97;42,39;60,65;110,35;69,35;62,95;;;;;;;;;
HSPC230;113,00;222,82;181,59;108,52;114,40;131,72;;;;;;;;;
CSPG2;149,69;99,21;69,17;60,48;81,21;87,80;;;;;;;;;
MAP4K5;68,28;56,09;38,94;62,17;62,06;45,15;;;;;;;;;
4E-T;61,49;62,11;75,95;124,31;104,11;96,11;;;;;;;;;
DECR1;95,31;106,90;94,06;98,56;135,13;146,92;;;;;;;;;
LOC51157;187,18;229,98;304,74;179,00;203,80;247,56;;;;;;;;;
I_1002091;60,96;73,22;72,37;124,25;74,33;68,67;;;;;;;;;
PTPRM;49,39;61,18;34,96;33,05;33,87;15,40;;;;;;;;;
I_966001;80,36;103,94;87,94;147,21;71,49;72,91;;;;;;;;;
DKFZP586I0418;103,86;89,42;73,39;53,39;64,72;59,53;;;;;;;;;
DNM1;161,34;104,31;98,55;80,40;78,54;62,85;;;;;;;;;
MNAT1;55,47;45,37;19,60;38,35;39,90;28,78;;;;;;;;;
PRKG1;87,84;53,34;56,48;24,73;60,41;43,50;;;;;;;;;
KIAA0233;112,02;90,97;91,86;73,96;56,50;56,10;;;;;;;;;
I_928727;123,15;63,59;69,93;41,67;34,59;49,42;;;;;;;;;
SYPL;89,54;101,46;76,81;114,10;97,65;75,80;;;;;;;;;
MGC5302;69,40;86,98;83,38;139,84;122,71;94,80;;;;;;;;;
TIP47;125,74;95,29;99,85;105,20;136,92;146,07;;;;;;;;;
SHOX2;95,30;157,53;149,52;194,65;95,44;110,60;;;;;;;;;
FLJ20396;77,19;115,82;68,59;122,29;116,45;82,25;;;;;;;;;
RSN;74,91;33,66;28,44;82,09;77,73;47,59;;;;;;;;;
MIF;58,91;84,04;100,05;90,24;65,87;85,83;;;;;;;;;
LAMC1;98,21;58,86;36,94;40,50;40,46;32,49;;;;;;;;;
I_1109836;52,04;111,11;183,11;68,05;106,68;183,91;;;;;;;;;
KIAA0365;132,82;103,73;95,67;69,51;86,72;90,55;;;;;;;;;
FLJ21908;68,57;80,44;61,84;127,09;115,09;81,55;;;;;;;;;
CAMK2D;132,63;91,97;65,80;51,00;61,42;62,95;;;;;;;;;
RABGGTB;71,37;162,24;104,59;122,28;94,25;69,18;;;;;;;;;
LOC55833;128,05;61,32;52,93;89,86;105,41;81,54;;;;;;;;;
IFIT2;100,04;113,48;176,92;133,95;122,91;121,89;;;;;;;;;
MINPP1;81,16;105,05;100,67;99,33;81,02;63,13;;;;;;;;;
LOC51668;37,53;73,76;31,70;77,27;51,12;36,03;;;;;;;;;
ZNF10;72,64;127,50;127,23;141,99;82,86;91,31;;;;;;;;;
TGIF;59,50;142,69;67,93;76,44;107,23;90,20;;;;;;;;;
CASP8AP2;43,71;98,94;69,95;128,03;87,83;38,73;;;;;;;;;
LOC65243;73,86;141,08;131,41;146,62;82,92;94,33;;;;;;;;;
I_1151980;99,48;45,41;64,53;88,12;122,64;81,25;;;;;;;;;
CMAS;80,28;91,34;67,34;136,26;81,72;84,59;;;;;;;;;
HRB;107,52;49,92;43,46;68,35;89,26;72,41;;;;;;;;;
CINP;129,66;130,44;132,08;90,16;73,23;105,29;;;;;;;;;
FUCA1;85,91;123,82;152,55;203,56;145,00;144,57;;;;;;;;;
ZNF91;55,43;110,03;90,22;111,52;70,46;72,28;;;;;;;;;
DCK;61,08;74,80;51,96;102,91;72,86;32,37;;;;;;;;;
GABARAPL2;79,77;119,43;101,60;136,24;138,06;120,31;;;;;;;;;
NUP155;105,15;64,73;59,07;69,03;74,03;67,40;;;;;;;;;
TONDU;85,22;85,74;96,28;55,23;72,76;85,69;;;;;;;;;
PNAS-127;77,25;197,38;124,54;123,35;99,29;91,85;;;;;;;;;
MGC2488;100,17;162,45;100,45;118,40;87,23;51,52;;;;;;;;;
APRT;122,93;112,68;145,05;133,45;149,14;184,30;;;;;;;;;
FLJ20364;35,89;52,43;29,35;59,63;40,03;28,75;;;;;;;;;
I_1109991;98,18;74,74;83,72;111,82;148,00;123,42;;;;;;;;;
I_1152081;99,71;119,46;102,67;164,19;132,79;137,27;;;;;;;;;
RAMP;84,03;41,72;49,36;83,33;87,79;37,51;;;;;;;;;
LOC51019;60,45;88,39;57,02;63,16;59,37;50,46;;;;;;;;;
I_960353;66,96;175,92;133,57;140,61;122,80;95,75;;;;;;;;;
TIP20;147,61;88,54;101,72;84,01;107,46;95,62;;;;;;;;;
IFRD2;125,72;135,42;92,98;75,36;92,28;79,84;;;;;;;;;
STAT1;125,07;90,24;54,26;114,73;111,20;114,12;;;;;;;;;
GSTTLp28;134,06;126,88;95,72;67,89;91,40;124,02;;;;;;;;;
UNG;132,37;194,15;87,14;145,98;104,12;68,74;;;;;;;;;
GPR45;165,31;106,50;107,26;82,40;86,01;119,34;;;;;;;;;
MAGED1;129,30;93,93;126,08;160,29;206,37;200,48;;;;;;;;;
NMT1;127,34;97,23;103,42;127,49;105,76;111,59;;;;;;;;;
FLJ20364;33,24;53,90;28,79;60,81;40,49;26,87;;;;;;;;;
KCNN4;133,79;105,59;112,70;105,26;134,93;171,50;;;;;;;;;
CUGBP1;58,02;40,54;43,02;62,90;78,28;67,21;;;;;;;;;
DC13;64,52;111,36;67,20;76,85;60,45;38,09;;;;;;;;;
FLJ10482;98,37;72,09;102,73;138,69;123,99;113,61;;;;;;;;;
IMP-2;101,61;40,15;35,92;42,01;60,28;62,42;;;;;;;;;
ZFHX1B;48,90;20,89;26,98;41,44;41,74;22,32;;;;;;;;;
SIRT1;63,64;152,13;92,04;151,21;133,43;101,01;;;;;;;;;
FLJ21174;78,02;119,82;118,56;159,97;127,61;101,68;;;;;;;;;
FRG1;81,50;142,61;105,06;143,02;99,35;71,04;;;;;;;;;
I_928276;94,36;55,99;62,20;50,26;57,94;65,40;;;;;;;;;
TMEM4;83,58;130,41;118,56;145,62;101,28;103,33;;;;;;;;;
KIAA0138;101,09;95,91;66,45;151,41;123,10;87,82;;;;;;;;;
I_964136;74,79;111,29;101,78;112,75;126,92;221,75;;;;;;;;;
KIAA0938;53,38;25,10;40,19;30,74;46,60;28,55;;;;;;;;;
LOC51042;134,36;222,88;203,12;131,44;122,65;136,08;;;;;;;;;
RAD50;95,77;57,18;42,63;81,77;109,86;104,97;;;;;;;;;
ICT1;104,28;199,65;150,21;128,01;98,56;92,32;;;;;;;;;
MAGEH1;97,89;143,91;135,73;182,57;136,94;124,40;;;;;;;;;
I_958239;90,17;93,07;112,66;185,07;136,10;132,91;;;;;;;;;
KIAA0515;141,27;64,72;68,93;96,34;128,48;120,79;;;;;;;;;
SEC31B-1;79,68;104,43;94,23;129,50;99,94;79,63;;;;;;;;;
LCMT;126,82;90,35;56,79;83,08;82,42;79,97;;;;;;;;;
ANXA1;46,26;105,42;49,99;56,45;76,43;73,62;;;;;;;;;
